ts_code,trade_date,total_mv,float_mv,pe,pb
000300.SH,20180515,34999427624181.0,25930248959207.0,13.63,1.56
000300.SH,20180516,34659578208919.0,25703426488248.0,13.49,1.54
000300.SH,20180517,34472813383785.0,25558627895635.0,13.42,1.54
000300.SH,20180518,34968780809918.0,25934303453000.0,13.61,1.56
000300.SH,20180521,35053784720129.0,26024437081269.0,13.65,1.56
000300.SH,20180522,34885604808513.0,25927146379327.0,13.58,1.55
000300.SH,20180523,34351942720318.0,25523208096270.0,13.37,1.53
000300.SH,20180524,34119560417762.0,25349382027870.0,13.28,1.52
000300.SH,20180525,33999417335470.0,25249056642284.0,13.24,1.52
000300.SH,20180528,34053842933752.0,25336793013374.0,13.26,1.52
000300.SH,20180529,33845072409172.0,25166548123719.0,13.18,1.51
000300.SH,20180530,33103089341937.0,24580417995089.0,12.89,1.48
000300.SH,20180531,33689340539700.0,25102723845907.0,13.12,1.51
000300.SH,20180601,33479464610705.0,24950431762349.0,13.04,1.5
000300.SH,20180604,33778842036355.0,25188420642453.0,13.15,1.51
000300.SH,20180605,33960337407483.0,25322408279116.0,13.22,1.52
000300.SH,20180606,33891255740919.0,25280485146547.0,13.2,1.52
000300.SH,20180607,33893918859188.0,25275908667279.0,13.2,1.52
000300.SH,20180608,33411813088251.0,24931075224633.0,13.01,1.5
000300.SH,20180611,34545986995784.0,25448088583087.0,13.1,1.53
000300.SH,20180612,34901198458371.0,25775357886983.0,13.23,1.55
000300.SH,20180613,34620128403006.0,25592502391700.0,13.13,1.54
000300.SH,20180614,34567124679317.0,25528874908715.0,13.11,1.54
000300.SH,20180615,34500139682054.0,25464015128911.0,13.08,1.54
000300.SH,20180619,33555626884538.0,24784300300315.0,12.72,1.49
000300.SH,20180620,33543944035724.0,24816180364796.0,12.72,1.49
000300.SH,20180621,33176417063909.0,24553882256678.0,12.58,1.48
000300.SH,20180622,33256342679885.0,24614631785573.0,12.61,1.48
000300.SH,20180625,32791030174406.0,24298744070689.0,12.43,1.46
000300.SH,20180626,32458290487129.0,24110922425594.0,12.31,1.45
000300.SH,20180627,31957644328541.0,23735648054906.0,12.12,1.43
000300.SH,20180628,31652140141245.0,23525960166634.0,12.0,1.41
000300.SH,20180629,32347771913954.0,23963280428985.0,12.26,1.44
000300.SH,20180702,31359714030138.0,23394228680535.0,11.89,1.4
000300.SH,20180703,31409664650389.0,23391064435573.0,11.91,1.4
000300.SH,20180704,31215360353364.0,23172077105418.0,11.84,1.39
000300.SH,20180705,31132238534850.0,23082304856833.0,11.8,1.39
000300.SH,20180706,31305320684203.0,23241728383559.0,11.87,1.39
000300.SH,20180709,32204884616556.0,23883095322742.0,12.21,1.44
000300.SH,20180710,32287681776675.0,23966760718414.0,12.24,1.44
000300.SH,20180711,31762070100718.0,23587675891023.0,12.04,1.42
000300.SH,20180712,32431830829453.0,24061852919640.0,12.3,1.45
000300.SH,20180713,32332646823586.0,23999751575081.0,12.26,1.45
000300.SH,20180716,32043364585533.0,23821775278389.0,12.15,1.44
000300.SH,20180717,31714302498421.0,23613567098377.0,12.02,1.43
000300.SH,20180718,31600126900150.0,23528018580651.0,11.98,1.43
000300.SH,20180719,31520384954298.0,23478570507258.0,11.95,1.43
000300.SH,20180720,32296403821672.0,23991817775329.0,12.25,1.46
000300.SH,20180723,32689971370853.0,24261096552509.0,12.39,1.48
000300.SH,20180724,33144383409522.0,24654455001025.0,12.57,1.5
000300.SH,20180725,33118521549778.0,24635238343031.0,12.56,1.5
000300.SH,20180726,32798992700911.0,24388251624092.0,12.44,1.48
000300.SH,20180727,32687529355527.0,24317730001506.0,12.39,1.48
000300.SH,20180730,32716011372978.0,24324687273245.0,12.4,1.48
000300.SH,20180731,32827134483062.0,24396833051761.0,12.45,1.49
000300.SH,20180801,32185597496667.0,23918326846474.0,12.2,1.46
000300.SH,20180802,31541066788997.0,23440609029029.0,11.96,1.43
000300.SH,20180803,31214798580894.0,23157945963143.0,11.84,1.41
000300.SH,20180806,30940640627540.0,22927708608260.0,11.73,1.4
000300.SH,20180807,31803640294164.0,23595486924419.0,12.06,1.44
000300.SH,20180808,31361352488850.0,23278194129610.0,11.89,1.42
000300.SH,20180809,31977783964237.0,23746915735194.0,12.12,1.45
000300.SH,20180810,31948421848124.0,23742067695332.0,12.11,1.45
000300.SH,20180813,31731808257724.0,23599670944010.0,12.03,1.44
000300.SH,20180814,31653642645343.0,23540992472378.0,12.0,1.43
000300.SH,20180815,30980118857286.0,23034851119353.0,11.75,1.4
000300.SH,20180816,30840788426135.0,22914279936382.0,11.69,1.39
000300.SH,20180817,30480153499032.0,22643273958352.0,11.56,1.38
000300.SH,20180820,30898371159822.0,22945950962082.0,11.72,1.4
000300.SH,20180821,31349624201094.0,23296145691220.0,11.89,1.42
000300.SH,20180822,31165354195802.0,23149793270971.0,11.82,1.41
000300.SH,20180823,31249948714502.0,23227768683710.0,11.85,1.41
000300.SH,20180824,31372725328170.0,23299468950909.0,11.9,1.41
000300.SH,20180827,32021308635283.0,23808491670445.0,12.14,1.44
000300.SH,20180828,31969573462760.0,23763230836085.0,12.12,1.44
000300.SH,20180829,31890957033438.0,23697937039847.0,12.09,1.42
000300.SH,20180830,31549440305097.0,23441366890651.0,11.96,1.4
000300.SH,20180831,31489867045030.0,23382900075701.0,11.94,1.39
000300.SH,20180903,31404752755713.0,23307926378967.0,11.91,1.39
000300.SH,20180904,31766683439367.0,23570465428678.0,12.04,1.4
000300.SH,20180905,31163464279424.0,23139915319754.0,11.82,1.38
000300.SH,20180906,30931526481554.0,22946300647244.0,11.73,1.37
000300.SH,20180907,31042923086648.0,23043576553942.0,11.77,1.37
000300.SH,20180910,30694941063390.0,22783898851663.0,11.64,1.36
000300.SH,20180911,30637753421919.0,22750005938472.0,11.62,1.36
000300.SH,20180912,30463034381822.0,22606340724161.0,11.55,1.35
000300.SH,20180913,30854275989463.0,22889393658399.0,11.7,1.37
000300.SH,20180914,30902967337161.0,22935611205138.0,11.72,1.37
000300.SH,20180917,30600046014202.0,22708410725940.0,11.6,1.35
000300.SH,20180918,31140043085044.0,23118881851183.0,11.81,1.38
000300.SH,20180919,31543674189049.0,23431464302329.0,11.96,1.4
000300.SH,20180920,31557154521423.0,23435699739976.0,11.97,1.4
000300.SH,20180921,32546557975713.0,24139484149580.0,12.34,1.44
000300.SH,20180925,32266049500400.0,23940761147317.0,12.23,1.43
000300.SH,20180926,32604419286795.0,24212232155959.0,12.36,1.44
000300.SH,20180927,32514461359654.0,24161828081167.0,12.33,1.44
000300.SH,20180928,32872817731582.0,24436894127493.0,12.46,1.46
