Exchflg,Mktflg,Sizeflg,BMflg,Date,SampSize,Pmonret_tmv,Pmonret_mc
0,A,4,1,2018-04-27,69,-0.0214,0.0014
0,A,3,1,2018-04-27,73,-0.0465,-0.0495
0,A,2,1,2018-04-27,99,-0.0434,-0.0499
0,A,1,1,2018-04-27,187,-0.0628,-0.0402
0,A,5,5,2018-04-27,198,-0.0233,-0.0282
0,A,4,5,2018-04-27,112,-0.0476,-0.0467
0,A,3,5,2018-04-27,90,-0.0259,-0.0493
0,A,2,5,2018-04-27,81,-0.0364,-0.0421
0,A,1,5,2018-04-27,36,-0.0461,-0.0430
0,A,5,4,2018-04-27,92,-0.0432,-0.0432
0,A,5,5,2018-05-31,197,0.0084,0.0014
0,A,4,5,2018-05-31,111,-0.0136,-0.0123
0,A,3,5,2018-05-31,89,-0.0061,-0.0185
0,A,2,5,2018-05-31,82,-0.0276,-0.0069
0,A,1,5,2018-05-31,36,0.0108,-0.0175
0,A,5,4,2018-05-31,91,-0.0050,0.0286
0,A,4,4,2018-05-31,123,-0.0119,-0.0248
0,A,3,4,2018-05-31,115,-0.0207,-0.0044
0,A,2,4,2018-05-31,109,-0.0161,-0.0149
0,A,1,4,2018-05-31,75,-0.0038,0.0021
0,A,5,3,2018-05-31,79,0.0423,0.0407
0,A,4,3,2018-05-31,104,-0.0327,-0.0602
0,A,3,3,2018-05-31,124,-0.0146,-0.0190
0,A,2,3,2018-05-31,105,-0.0144,-0.0241
0,A,1,3,2018-05-31,95,-0.0045,-0.0271
0,A,5,2,2018-05-31,78,0.0646,0.0647
0,A,4,2,2018-05-31,91,-0.0448,-0.0227
0,A,3,2,2018-05-31,103,-0.0425,-0.0322
0,A,2,2,2018-05-31,112,-0.0223,-0.0220
0,A,1,2,2018-05-31,119,-0.0462,-0.0083
0,A,5,1,2018-05-31,62,0.0516,0.0313
0,A,4,1,2018-05-31,73,-0.0339,-0.0229
0,A,3,1,2018-05-31,74,-0.0679,-0.0395
0,A,2,1,2018-05-31,105,-0.0281,-0.0328
0,A,1,1,2018-05-31,187,-0.0191,-0.0323
0,A,5,5,2018-06-29,196,-0.0646,-0.0695
0,A,4,5,2018-06-29,110,-0.0899,-0.0828
0,A,3,5,2018-06-29,88,-0.0879,-0.0842
0,A,2,5,2018-06-29,82,-0.0732,-0.0893
0,A,1,5,2018-06-29,37,-0.0973,-0.0989
0,A,5,4,2018-06-29,93,-0.1047,-0.0707
0,A,4,4,2018-06-29,122,-0.0977,-0.1240
0,A,3,4,2018-06-29,116,-0.1095,-0.1156
0,A,2,4,2018-06-29,109,-0.0986,-0.1165
0,A,1,4,2018-06-29,76,-0.1144,-0.0955
0,A,5,3,2018-06-29,76,-0.0555,-0.0817
0,A,4,3,2018-06-29,105,-0.1088,-0.1114
0,A,3,3,2018-06-29,125,-0.1501,-0.1435
0,A,2,3,2018-06-29,107,-0.1116,-0.1441
0,A,1,3,2018-06-29,97,-0.0969,-0.1167
0,A,5,2,2018-06-29,80,-0.0845,-0.0642
0,A,4,2,2018-06-29,88,-0.1128,-0.1151
0,A,3,2,2018-06-29,104,-0.1367,-0.1028
0,A,2,2,2018-06-29,113,-0.1446,-0.1163
0,A,1,2,2018-06-29,122,-0.1134,-0.1269
0,A,5,1,2018-06-29,62,-0.0544,-0.0773
0,A,4,1,2018-06-29,73,-0.1018,-0.0845
0,A,3,1,2018-06-29,76,-0.1253,-0.1494
0,A,2,1,2018-06-29,104,-0.1320,-0.1368
0,A,1,1,2018-06-29,186,-0.1350,-0.1170
0,A,5,5,2018-07-31,155,0.0294,0.0226
0,A,4,5,2018-07-31,110,0.0044,0.0233
0,A,3,5,2018-07-31,115,0.0075,0.0119
0,A,2,5,2018-07-31,96,0.0109,0.0205
0,A,1,5,2018-07-31,68,0.0169,0.0399
0,A,5,4,2018-07-31,79,-0.0027,0.0128
0,A,4,4,2018-07-31,124,0.0017,-0.0080
0,A,3,4,2018-07-31,124,0.0017,0.0185
0,A,2,4,2018-07-31,123,0.0085,0.0157
0,A,1,4,2018-07-31,92,0.0186,0.0382
0,A,5,3,2018-07-31,79,0.0198,0.0041
0,A,4,3,2018-07-31,110,0.0048,-0.0195
0,A,3,3,2018-07-31,133,0.0104,-0.0030
0,A,2,3,2018-07-31,110,0.0140,-0.0011
0,A,1,3,2018-07-31,103,0.0147,0.0536
0,A,5,2,2018-07-31,74,-0.0042,-0.0195
0,A,4,2,2018-07-31,98,-0.0139,-0.0054
0,A,3,2,2018-07-31,103,0.0125,0.0048
0,A,2,2,2018-07-31,122,0.0161,0.0080
0,A,1,2,2018-07-31,138,0.0176,0.0386
0,A,5,1,2018-07-31,144,-0.0318,-0.0308
0,A,4,1,2018-07-31,85,-0.0175,-0.0324
0,A,3,1,2018-07-31,68,-0.0023,-0.0226
0,A,2,1,2018-07-31,95,0.0064,-0.0237
0,A,1,1,2018-07-31,144,0.0289,-0.0076
0,A,5,5,2018-08-31,157,-0.0228,-0.0276
0,A,4,5,2018-08-31,111,-0.0801,-0.0656
0,A,3,5,2018-08-31,116,-0.0709,-0.0657
0,A,2,5,2018-08-31,96,-0.0580,-0.0499
0,A,1,5,2018-08-31,68,-0.0861,-0.0577
0,A,5,4,2018-08-31,79,-0.0546,-0.0669
0,A,4,4,2018-08-31,128,-0.0736,-0.0665
0,A,3,4,2018-08-31,125,-0.0787,-0.0699
0,A,2,4,2018-08-31,123,-0.0599,-0.0670
0,A,1,4,2018-08-31,92,-0.0737,-0.0802
0,A,5,3,2018-08-31,80,-0.0713,-0.0820
0,A,4,3,2018-08-31,114,-0.0773,-0.0910
0,A,3,3,2018-08-31,133,-0.0691,-0.0764
0,A,2,3,2018-08-31,110,-0.0779,-0.0721
0,A,1,3,2018-08-31,104,-0.0804,-0.0845
0,A,5,2,2018-08-31,79,-0.0701,-0.0863
0,A,4,2,2018-08-31,100,-0.0836,-0.0998
0,A,3,2,2018-08-31,103,-0.0707,-0.0839
0,A,2,2,2018-08-31,122,-0.0751,-0.0662
0,A,1,2,2018-08-31,138,-0.0813,-0.0879
0,A,5,1,2018-08-31,146,-0.0918,-0.0920
0,A,4,1,2018-08-31,85,-0.1047,-0.0807
0,A,3,1,2018-08-31,68,-0.0879,-0.0909
0,A,2,1,2018-08-31,95,-0.0683,-0.0737
0,A,1,1,2018-08-31,146,-0.0812,-0.0777
0,A,2,5,2018-09-28,96,-0.0048,0.0153
0,A,1,5,2018-09-28,68,0.0072,0.0066
0,A,5,4,2018-09-28,79,0.0330,0.0159
0,A,4,4,2018-09-28,129,-0.0027,-0.0195
0,A,3,4,2018-09-28,126,-0.0025,-0.0025
0,A,2,4,2018-09-28,123,-0.0030,-0.0083
0,A,1,4,2018-09-28,93,-0.0105,-0.0045
0,A,5,3,2018-09-28,81,0.0056,0.0047
0,A,4,3,2018-09-28,116,-0.0085,-0.0053
0,A,3,3,2018-09-28,134,-0.0177,-0.0073
0,A,2,3,2018-09-28,111,0.0012,-0.0003
0,A,1,3,2018-09-28,104,0.0150,0.0106
0,A,5,2,2018-09-28,79,-0.0001,-0.0086
0,A,4,2,2018-09-28,100,-0.0080,-0.0113
0,A,3,2,2018-09-28,104,-0.0162,-0.0326
0,A,2,2,2018-09-28,122,-0.0118,-0.0125
0,A,1,2,2018-09-28,138,0.0065,0.0109
0,A,5,1,2018-09-28,146,0.0164,0.0203
0,A,4,1,2018-09-28,85,-0.0281,-0.0281
0,A,3,1,2018-09-28,68,-0.0150,-0.0141
0,A,2,1,2018-09-28,97,-0.0146,-0.0274
0,A,1,1,2018-09-28,147,0.0011,-0.0107
0,A,5,5,2018-09-28,159,0.0587,0.0538
0,A,4,5,2018-09-28,111,-0.0010,0.0122
0,A,3,5,2018-09-28,116,0.0029,0.0084
